State_UT,District,Registration_Date,Year,Month,Vehicle_Category,Fuel_Type,Manufacturer,Monthly_EV_Registrations,Charging_Stations,Population,Quarter,EV_per_100k_Population,EV_to_Charging_Station_Ratio
Andhra Pradesh,Visakhapatnam,2023-05-21,2023,5,Commercial,Battery Electric (BEV),Eicher Motors,2,42,53000000,2,0.0038,0.05
Andhra Pradesh,Guntur,2023-05-21,2023,5,Bus,Battery Electric (BEV),Olectra Greentech,1,32,53000000,2,0.0019,0.03
Andhra Pradesh,Vijayawada,2023-05-22,2023,5,3W,Battery Electric (BEV),Kinetic Green,6,72,53000000,2,0.0113,0.08
Andhra Pradesh,Visakhapatnam,2023-06-04,2023,6,Bus,Battery Electric (BEV),PMI Electro,1,77,53000000,2,0.0019,0.01
Andhra Pradesh,Vijayawada,2023-06-07,2023,6,3W,Battery Electric (BEV),Piaggio,4,53,53000000,2,0.0075,0.08
Andhra Pradesh,Visakhapatnam,2023-06-14,2023,6,2W,Battery Electric (BEV),Hero Electric,10,37,53000000,2,0.0189,0.27
Andhra Pradesh,Vijayawada,2023-06-18,2023,6,Car,Battery Electric (BEV),BYD,7,76,53000000,2,0.0132,0.09
Andhra Pradesh,Vijayawada,2023-06-27,2023,6,Commercial,Battery Electric (BEV),Eicher Motors,1,79,53000000,2,0.0019,0.01
Andhra Pradesh,Vijayawada,2023-07-02,2023,7,2W,Battery Electric (BEV),Okinawa Autotech,21,26,53000000,3,0.0396,0.81
Andhra Pradesh,Guntur,2023-07-03,2023,7,Bus,Battery Electric (BEV),PMI Electro,1,76,53000000,3,0.0019,0.01
Andhra Pradesh,Guntur,2023-07-18,2023,7,3W,Battery Electric (BEV),Bajaj Auto,4,83,53000000,3,0.0075,0.05
Andhra Pradesh,Vijayawada,2023-07-22,2023,7,Commercial,Battery Electric (BEV),Ashok Leyland,1,70,53000000,3,0.0019,0.01
Andhra Pradesh,Visakhapatnam,2023-07-24,2023,7,Car,Battery Electric (BEV),BYD,3,46,53000000,3,0.0057,0.07
Andhra Pradesh,Vijayawada,2023-08-14,2023,8,3W,Battery Electric (BEV),Kinetic Green,4,58,53000000,3,0.0075,0.07
Andhra Pradesh,Visakhapatnam,2023-08-15,2023,8,2W,Plug-in Hybrid (PHEV),Bajaj Auto,19,58,53000000,3,0.0358,0.33
Andhra Pradesh,Vijayawada,2023-08-20,2023,8,Commercial,Battery Electric (BEV),Mahindra Electric,1,23,53000000,3,0.0019,0.04
Andhra Pradesh,Visakhapatnam,2023-08-20,2023,8,Car,Battery Electric (BEV),BYD,4,85,53000000,3,0.0075,0.05
Andhra Pradesh,Visakhapatnam,2023-09-03,2023,9,Car,Battery Electric (BEV),Kia,3,70,53000000,3,0.0057,0.04
Andhra Pradesh,Visakhapatnam,2023-09-10,2023,9,2W,Battery Electric (BEV),Bajaj Auto,16,60,53000000,3,0.0302,0.27
Andhra Pradesh,Vijayawada,2023-09-17,2023,9,Commercial,Battery Electric (BEV),Tata Motors,8,77,53000000,3,0.0151,0.1
Andhra Pradesh,Vijayawada,2023-09-17,2023,9,Bus,Plug-in Hybrid (PHEV),Tata Motors,0,38,53000000,3,0.0,0.0
Andhra Pradesh,Visakhapatnam,2023-09-19,2023,9,3W,Battery Electric (BEV),YC Electric,7,60,53000000,3,0.0132,0.12
Andhra Pradesh,Visakhapatnam,2023-10-01,2023,10,Bus,Battery Electric (BEV),Ashok Leyland,1,87,53000000,4,0.0019,0.01
Andhra Pradesh,Vijayawada,2023-10-03,2023,10,Commercial,Battery Electric (BEV),Ashok Leyland,2,58,53000000,4,0.0038,0.03
Andhra Pradesh,Not Specified,2023-10-04,2023,10,3W,Battery Electric (BEV),Bajaj Auto,5,67,53000000,4,0.0094,0.07
Andhra Pradesh,Visakhapatnam,2023-10-20,2023,10,2W,Plug-in Hybrid (PHEV),Okinawa Autotech,18,60,53000000,4,0.034,0.3
Andhra Pradesh,Visakhapatnam,2023-10-23,2023,10,Car,Battery Electric (BEV),BYD,4,32,53000000,4,0.0075,0.12
Andhra Pradesh,Guntur,2023-11-01,2023,11,3W,Battery Electric (BEV),Kinetic Green,4,47,53000000,4,0.0075,0.09
Andhra Pradesh,Vijayawada,2023-11-11,2023,11,Commercial,Battery Electric (BEV),Ashok Leyland,2,27,53000000,4,0.0038,0.07
Andhra Pradesh,Vijayawada,2023-11-14,2023,11,2W,Battery Electric (BEV),Bajaj Auto,15,27,53000000,4,0.0283,0.56
Andhra Pradesh,Visakhapatnam,2023-11-20,2023,11,Car,Battery Electric (BEV),BYD,5,53,53000000,4,0.0094,0.09
Andhra Pradesh,Visakhapatnam,2023-12-03,2023,12,2W,Plug-in Hybrid (PHEV),Ather Energy,23,47,53000000,4,0.0434,0.49
Andhra Pradesh,Vijayawada,2023-12-10,2023,12,3W,Battery Electric (BEV),Kinetic Green,5,24,53000000,4,0.0094,0.21
Andhra Pradesh,Guntur,2023-12-17,2023,12,Commercial,Battery Electric (BEV),Eicher Motors,2,42,53000000,4,0.0038,0.05
Andhra Pradesh,Visakhapatnam,2023-12-27,2023,12,Car,Battery Electric (BEV),MG Motor,5,86,53000000,4,0.0094,0.06
Andhra Pradesh,Visakhapatnam,2024-01-01,2024,1,Car,Plug-in Hybrid (PHEV),Hyundai,8,97,53000000,1,0.0151,0.08
Andhra Pradesh,Visakhapatnam,2024-01-01,2024,1,Bus,Battery Electric (BEV),Olectra Greentech,1,95,53000000,1,0.0019,0.01
Andhra Pradesh,Visakhapatnam,2024-01-15,2024,1,3W,Battery Electric (BEV),Kinetic Green,9,37,53000000,1,0.017,0.24
Andhra Pradesh,Not Specified,2024-01-16,2024,1,2W,Battery Electric (BEV),Bajaj Auto,46,27,53000000,1,0.0868,1.7
Andhra Pradesh,Visakhapatnam,2024-01-19,2024,1,Commercial,Plug-in Hybrid (PHEV),Ashok Leyland,3,33,53000000,1,0.0057,0.09
Andhra Pradesh,Visakhapatnam,2024-02-02,2024,2,Bus,Battery Electric (BEV),Tata Motors,1,68,53000000,1,0.0019,0.01
Andhra Pradesh,Vijayawada,2024-02-03,2024,2,Car,Battery Electric (BEV),Hyundai,4,30,53000000,1,0.0075,0.13
Andhra Pradesh,Vijayawada,2024-02-04,2024,2,3W,Battery Electric (BEV),YC Electric,8,78,53000000,1,0.0151,0.1
Andhra Pradesh,Vijayawada,2024-02-26,2024,2,Commercial,Battery Electric (BEV),Ashok Leyland,2,64,53000000,1,0.0038,0.03
Andhra Pradesh,Vijayawada,2024-02-27,2024,2,2W,Battery Electric (BEV),Hero Electric,23,72,53000000,1,0.0434,0.32
Andhra Pradesh,Guntur,2024-03-03,2024,3,Bus,Battery Electric (BEV),Tata Motors,1,67,53000000,1,0.0019,0.01
Andhra Pradesh,Guntur,2024-03-14,2024,3,3W,Battery Electric (BEV),YC Electric,5,48,53000000,1,0.0094,0.1
Andhra Pradesh,Vijayawada,2024-03-26,2024,3,Commercial,Battery Electric (BEV),Eicher Motors,4,49,53000000,1,0.0075,0.08
Andhra Pradesh,Visakhapatnam,2024-03-26,2024,3,2W,Plug-in Hybrid (PHEV),Ola Electric,28,73,53000000,1,0.0528,0.38
Andhra Pradesh,Vijayawada,2024-03-27,2024,3,Car,Plug-in Hybrid (PHEV),Kia,8,84,53000000,1,0.0151,0.1
Andhra Pradesh,Guntur,2024-04-05,2024,4,2W,Plug-in Hybrid (PHEV),Ather Energy,25,84,53000000,2,0.0472,0.3
Andhra Pradesh,Guntur,2024-04-07,2024,4,Car,Battery Electric (BEV),Tata Motors,10,55,53000000,2,0.0189,0.18
Andhra Pradesh,Visakhapatnam,2024-04-11,2024,4,Bus,Battery Electric (BEV),Ashok Leyland,1,52,53000000,2,0.0019,0.02
Andhra Pradesh,Visakhapatnam,2024-04-11,2024,4,Commercial,Battery Electric (BEV),Ashok Leyland,3,80,53000000,2,0.0057,0.04
Andhra Pradesh,Vijayawada,2024-04-19,2024,4,3W,Battery Electric (BEV),Bajaj Auto,7,78,53000000,2,0.0132,0.09
Andhra Pradesh,Guntur,2024-05-02,2024,5,Commercial,Battery Electric (BEV),Tata Motors,3,40,53000000,2,0.0057,0.08
Andhra Pradesh,Visakhapatnam,2024-05-02,2024,5,Car,Battery Electric (BEV),MG Motor,8,50,53000000,2,0.0151,0.16
Andhra Pradesh,Vijayawada,2024-05-06,2024,5,Bus,Battery Electric (BEV),Ashok Leyland,1,37,53000000,2,0.0019,0.03
Andhra Pradesh,Visakhapatnam,2024-05-09,2024,5,3W,Plug-in Hybrid (PHEV),Piaggio,7,50,53000000,2,0.0132,0.14
Andhra Pradesh,Vijayawada,2024-05-10,2024,5,2W,Battery Electric (BEV),Ather Energy,26,52,53000000,2,0.0491,0.5
Andhra Pradesh,Visakhapatnam,2024-06-01,2024,6,Commercial,Battery Electric (BEV),Mahindra Electric,2,40,53000000,2,0.0038,0.05
Andhra Pradesh,Vijayawada,2024-06-02,2024,6,3W,Battery Electric (BEV),Piaggio,6,44,53000000,2,0.0113,0.14
Andhra Pradesh,Vijayawada,2024-06-06,2024,6,2W,Battery Electric (BEV),Okinawa Autotech,19,70,53000000,2,0.0358,0.27
Andhra Pradesh,Vijayawada,2024-06-21,2024,6,Car,Battery Electric (BEV),Kia,7,74,53000000,2,0.0132,0.09
Andhra Pradesh,Guntur,2024-06-24,2024,6,Bus,Battery Electric (BEV),Olectra Greentech,1,99,53000000,2,0.0019,0.01
Andhra Pradesh,Visakhapatnam,2024-07-02,2024,7,Commercial,Battery Electric (BEV),Tata Motors,2,73,53000000,3,0.0038,0.03
Andhra Pradesh,Guntur,2024-07-09,2024,7,3W,Battery Electric (BEV),Mahindra Electric,6,47,53000000,3,0.0113,0.13
Andhra Pradesh,Guntur,2024-07-10,2024,7,2W,Plug-in Hybrid (PHEV),Ather Energy,30,35,53000000,3,0.0566,0.86
Andhra Pradesh,Guntur,2024-07-16,2024,7,Bus,Battery Electric (BEV),Ashok Leyland,1,45,53000000,3,0.0019,0.02
Andhra Pradesh,Visakhapatnam,2024-07-18,2024,7,Car,Battery Electric (BEV),Tata Motors,5,92,53000000,3,0.0094,0.05
Andhra Pradesh,Vijayawada,2024-08-08,2024,8,2W,Battery Electric (BEV),Ather Energy,27,86,53000000,3,0.0509,0.31
Andhra Pradesh,Vijayawada,2024-08-09,2024,8,3W,Battery Electric (BEV),Piaggio,7,65,53000000,3,0.0132,0.11
Andhra Pradesh,Guntur,2024-08-10,2024,8,Commercial,Battery Electric (BEV),Tata Motors,2,95,53000000,3,0.0038,0.02
Andhra Pradesh,Guntur,2024-08-15,2024,8,Car,Battery Electric (BEV),Kia,6,34,53000000,3,0.0113,0.18
Andhra Pradesh,Guntur,2024-09-07,2024,9,3W,Battery Electric (BEV),Piaggio,8,49,53000000,3,0.0151,0.16
Andhra Pradesh,Visakhapatnam,2024-09-08,2024,9,Car,Battery Electric (BEV),MG Motor,5,83,53000000,3,0.0094,0.06
Andhra Pradesh,Vijayawada,2024-09-08,2024,9,Commercial,Battery Electric (BEV),Mahindra Electric,2,60,53000000,3,0.0038,0.03
Andhra Pradesh,Guntur,2024-09-14,2024,9,Bus,Battery Electric (BEV),PMI Electro,1,91,53000000,3,0.0019,0.01
Andhra Pradesh,Vijayawada,2024-09-18,2024,9,2W,Battery Electric (BEV),Ola Electric,19,42,53000000,3,0.0358,0.45
Andhra Pradesh,Visakhapatnam,2024-10-04,2024,10,Commercial,Battery Electric (BEV),Mahindra Electric,1,48,53000000,4,0.0019,0.02
Andhra Pradesh,Visakhapatnam,2024-10-18,2024,10,Car,Battery Electric (BEV),Tata Motors,5,82,53000000,4,0.0094,0.06
Andhra Pradesh,Visakhapatnam,2024-10-20,2024,10,3W,Battery Electric (BEV),YC Electric,16,81,53000000,4,0.0302,0.2
Andhra Pradesh,Vijayawada,2024-10-20,2024,10,Bus,Battery Electric (BEV),Tata Motors,1,35,53000000,4,0.0019,0.03
Andhra Pradesh,Not Specified,2024-10-21,2024,10,2W,Battery Electric (BEV),Bajaj Auto,34,62,53000000,4,0.0642,0.55
Andhra Pradesh,Guntur,2024-11-11,2024,11,3W,Battery Electric (BEV),Mahindra Electric,9,54,53000000,4,0.017,0.17
Andhra Pradesh,Guntur,2024-11-13,2024,11,Car,Plug-in Hybrid (PHEV),Hyundai,9,54,53000000,4,0.017,0.17
Andhra Pradesh,Vijayawada,2024-11-19,2024,11,Bus,Battery Electric (BEV),Ashok Leyland,1,39,53000000,4,0.0019,0.03
Andhra Pradesh,Guntur,2024-11-21,2024,11,2W,Plug-in Hybrid (PHEV),Hero Electric,16,31,53000000,4,0.0302,0.52
Andhra Pradesh,Vijayawada,2024-11-26,2024,11,Commercial,Battery Electric (BEV),Tata Motors,3,87,53000000,4,0.0057,0.03
Andhra Pradesh,Visakhapatnam,2024-12-01,2024,12,Commercial,Battery Electric (BEV),Mahindra Electric,3,87,53000000,4,0.0057,0.03
Andhra Pradesh,Vijayawada,2024-12-01,2024,12,3W,Battery Electric (BEV),YC Electric,8,89,53000000,4,0.0151,0.09
Andhra Pradesh,Guntur,2024-12-08,2024,12,2W,Battery Electric (BEV),Ola Electric,33,76,53000000,4,0.0623,0.43
Andhra Pradesh,Vijayawada,2024-12-11,2024,12,Bus,Battery Electric (BEV),Olectra Greentech,1,33,53000000,4,0.0019,0.03
Andhra Pradesh,Vijayawada,2024-12-19,2024,12,Car,Battery Electric (BEV),BYD,4,64,53000000,4,0.0075,0.06
Andhra Pradesh,Guntur,2025-01-04,2025,1,2W,Battery Electric (BEV),Bajaj Auto,40,73,53000000,1,0.0755,0.55
Andhra Pradesh,Vijayawada,2025-01-11,2025,1,3W,Battery Electric (BEV),Mahindra Electric,9,101,53000000,1,0.017,0.09
Andhra Pradesh,Visakhapatnam,2025-01-17,2025,1,Commercial,Battery Electric (BEV),Mahindra Electric,2,59,53000000,1,0.0038,0.03
Andhra Pradesh,Vijayawada,2025-01-18,2025,1,Car,Battery Electric (BEV),BYD,8,100,53000000,1,0.0151,0.08
Andhra Pradesh,Visakhapatnam,2025-01-20,2025,1,Bus,Battery Electric (BEV),Tata Motors,1,111,53000000,1,0.0019,0.01
Andhra Pradesh,Vijayawada,2025-02-04,2025,2,Bus,Battery Electric (BEV),PMI Electro,1,47,53000000,1,0.0019,0.02
Andhra Pradesh,Vijayawada,2025-02-09,2025,2,Car,Battery Electric (BEV),MG Motor,10,43,53000000,1,0.0189,0.23
Andhra Pradesh,Guntur,2025-02-11,2025,2,Commercial,Battery Electric (BEV),Tata Motors,3,63,53000000,1,0.0057,0.05
Andhra Pradesh,Vijayawada,2025-02-22,2025,2,2W,Battery Electric (BEV),TVS Motor,39,43,53000000,1,0.0736,0.91
Andhra Pradesh,Visakhapatnam,2025-02-23,2025,2,3W,Battery Electric (BEV),Piaggio,7,72,53000000,1,0.0132,0.1
Andhra Pradesh,Guntur,2025-03-07,2025,3,3W,Plug-in Hybrid (PHEV),Kinetic Green,9,85,53000000,1,0.017,0.11
Andhra Pradesh,Visakhapatnam,2025-03-12,2025,3,Commercial,Battery Electric (BEV),Tata Motors,3,69,53000000,1,0.0057,0.04
Andhra Pradesh,Guntur,2025-03-17,2025,3,Bus,Battery Electric (BEV),Tata Motors,1,112,53000000,1,0.0019,0.01
Andhra Pradesh,Vijayawada,2025-03-23,2025,3,2W,Battery Electric (BEV),Hero Electric,36,99,53000000,1,0.0679,0.36
Andhra Pradesh,Vijayawada,2025-03-26,2025,3,Car,Battery Electric (BEV),BYD,9,69,53000000,1,0.017,0.13
Andhra Pradesh,Visakhapatnam,2025-04-11,2025,4,2W,Battery Electric (BEV),Bajaj Auto,32,61,53000000,2,0.0604,0.52
Andhra Pradesh,Guntur,2025-04-18,2025,4,3W,Battery Electric (BEV),Kinetic Green,13,40,53000000,2,0.0245,0.32
Andhra Pradesh,Guntur,2025-04-22,2025,4,Car,Battery Electric (BEV),Kia,8,88,53000000,2,0.0151,0.09
Andhra Pradesh,Vijayawada,2025-04-23,2025,4,Bus,Battery Electric (BEV),Tata Motors,1,111,53000000,2,0.0019,0.01
Andhra Pradesh,Guntur,2025-04-23,2025,4,Commercial,Battery Electric (BEV),Ashok Leyland,5,63,53000000,2,0.0094,0.08
Andhra Pradesh,Guntur,2025-05-01,2025,5,Car,Battery Electric (BEV),Tata Motors,7,51,53000000,2,0.0132,0.14
Andhra Pradesh,Guntur,2025-05-02,2025,5,Commercial,Battery Electric (BEV),Ashok Leyland,2,91,53000000,2,0.0038,0.02
Andhra Pradesh,Vijayawada,2025-05-04,2025,5,3W,Battery Electric (BEV),Mahindra Electric,10,82,53000000,2,0.0189,0.12
Andhra Pradesh,Guntur,2025-05-16,2025,5,2W,Battery Electric (BEV),Hero Electric,40,100,53000000,2,0.0755,0.4
Andhra Pradesh,Vijayawada,2025-05-24,2025,5,Bus,Battery Electric (BEV),Ashok Leyland,1,71,53000000,2,0.0019,0.01
Andhra Pradesh,Guntur,2025-06-18,2025,6,Commercial,Battery Electric (BEV),Tata Motors,4,85,53000000,2,0.0075,0.05
Andhra Pradesh,Visakhapatnam,2025-06-20,2025,6,3W,Battery Electric (BEV),Kinetic Green,12,81,53000000,2,0.0226,0.15
Andhra Pradesh,Guntur,2025-06-21,2025,6,2W,Battery Electric (BEV),Okinawa Autotech,32,30,53000000,2,0.0604,1.07
Andhra Pradesh,Vijayawada,2025-06-25,2025,6,Bus,Battery Electric (BEV),Tata Motors,2,102,53000000,2,0.0038,0.02
Andhra Pradesh,Visakhapatnam,2025-06-27,2025,6,Car,Plug-in Hybrid (PHEV),Tata Motors,8,50,53000000,2,0.0151,0.16
Assam,Silchar,2018-01-11,2018,1,3W,Battery Electric (BEV),Piaggio,0,10,35000000,1,0.0,0.0
Assam,Dibrugarh,2018-01-13,2018,1,2W,Battery Electric (BEV),Bajaj Auto,1,8,35000000,1,0.0029,0.12
Assam,Dibrugarh,2018-01-27,2018,1,Bus,Battery Electric (BEV),Ashok Leyland,0,4,35000000,1,0.0,0.0
Assam,Silchar,2018-02-13,2018,2,2W,Battery Electric (BEV),Okinawa Autotech,1,3,35000000,1,0.0029,0.33
Assam,Silchar,2018-03-01,2018,3,3W,Plug-in Hybrid (PHEV),Bajaj Auto,0,5,35000000,1,0.0,0.0
Assam,Guwahati,2018-03-12,2018,3,Commercial,Plug-in Hybrid (PHEV),Tata Motors,0,5,35000000,1,0.0,0.0
Assam,Silchar,2018-03-12,2018,3,2W,Battery Electric (BEV),Ather Energy,1,2,35000000,1,0.0029,0.5
Assam,Dibrugarh,2018-04-03,2018,4,Commercial,Battery Electric (BEV),Tata Motors,0,8,35000000,2,0.0,0.0
Assam,Guwahati,2018-04-06,2018,4,Car,Plug-in Hybrid (PHEV),Tata Motors,0,3,35000000,2,0.0,0.0
Assam,Guwahati,2018-05-03,2018,5,3W,Battery Electric (BEV),Bajaj Auto,0,0,35000000,2,0.0,
Assam,Silchar,2018-05-14,2018,5,Commercial,Battery Electric (BEV),Eicher Motors,0,3,35000000,2,0.0,0.0
Assam,Silchar,2018-06-11,2018,6,Commercial,Plug-in Hybrid (PHEV),Tata Motors,0,0,35000000,2,0.0,
Assam,Silchar,2018-06-20,2018,6,Bus,Battery Electric (BEV),Ashok Leyland,0,0,35000000,2,0.0,
Assam,Guwahati,2018-07-04,2018,7,Car,Battery Electric (BEV),Kia,0,3,35000000,3,0.0,0.0
Assam,Dibrugarh,2018-08-08,2018,8,Car,Plug-in Hybrid (PHEV),Hyundai,0,0,35000000,3,0.0,
Assam,Dibrugarh,2018-09-06,2018,9,Car,Battery Electric (BEV),BYD,0,0,35000000,3,0.0,
Assam,Silchar,2018-09-27,2018,9,Commercial,Battery Electric (BEV),Ashok Leyland,0,3,35000000,3,0.0,0.0
Assam,Silchar,2018-10-01,2018,10,Bus,Battery Electric (BEV),PMI Electro,0,0,35000000,4,0.0,
Assam,Guwahati,2018-10-15,2018,10,2W,Battery Electric (BEV),Ather Energy,0,0,35000000,4,0.0,
Assam,Silchar,2018-10-16,2018,10,Commercial,Battery Electric (BEV),Mahindra Electric,0,2,35000000,4,0.0,0.0
Assam,Dibrugarh,2018-11-12,2018,11,Car,Battery Electric (BEV),Hyundai,0,9,35000000,4,0.0,0.0
Assam,Dibrugarh,2018-12-18,2018,12,3W,Battery Electric (BEV),YC Electric,0,0,35000000,4,0.0,
Assam,Guwahati,2019-01-13,2019,1,Car,Plug-in Hybrid (PHEV),Tata Motors,0,1,35000000,1,0.0,0.0
Assam,Silchar,2019-01-26,2019,1,2W,Battery Electric (BEV),TVS Motor,1,14,35000000,1,0.0029,0.07
Assam,Guwahati,2019-02-03,2019,2,Commercial,Battery Electric (BEV),Mahindra Electric,0,18,35000000,1,0.0,0.0
Assam,Dibrugarh,2019-02-08,2019,2,2W,Battery Electric (BEV),Bajaj Auto,1,4,35000000,1,0.0029,0.25
Assam,Silchar,2019-02-09,2019,2,Bus,Battery Electric (BEV),Tata Motors,0,16,35000000,1,0.0,0.0
Assam,Guwahati,2019-03-09,2019,3,2W,Battery Electric (BEV),Bajaj Auto,1,8,35000000,1,0.0029,0.12
Assam,Silchar,2019-03-16,2019,3,3W,Plug-in Hybrid (PHEV),Mahindra Electric,0,8,35000000,1,0.0,0.0
Assam,Silchar,2019-03-23,2019,3,Bus,Battery Electric (BEV),Tata Motors,0,0,35000000,1,0.0,
Assam,Guwahati,2019-04-16,2019,4,2W,Battery Electric (BEV),Hero Electric,1,7,35000000,2,0.0029,0.14
Assam,Dibrugarh,2019-04-17,2019,4,Bus,Battery Electric (BEV),Tata Motors,0,7,35000000,2,0.0,0.0
Assam,Dibrugarh,2019-05-10,2019,5,Commercial,Battery Electric (BEV),Eicher Motors,0,3,35000000,2,0.0,0.0
Assam,Silchar,2019-05-15,2019,5,Car,Battery Electric (BEV),MG Motor,0,11,35000000,2,0.0,0.0
Assam,Silchar,2019-05-25,2019,5,2W,Battery Electric (BEV),Ola Electric,1,9,35000000,2,0.0029,0.11
Assam,Guwahati,2019-06-25,2019,6,2W,Battery Electric (BEV),Ather Energy,1,0,35000000,2,0.0029,
Assam,Guwahati,2019-07-18,2019,7,2W,Battery Electric (BEV),Okinawa Autotech,1,15,35000000,3,0.0029,0.07
Assam,Guwahati,2019-08-11,2019,8,2W,Battery Electric (BEV),Bajaj Auto,1,13,35000000,3,0.0029,0.08
Assam,Guwahati,2019-09-01,2019,9,Car,Battery Electric (BEV),Mahindra Electric,0,16,35000000,3,0.0,0.0
Assam,Silchar,2019-09-12,2019,9,2W,Battery Electric (BEV),Ather Energy,1,6,35000000,3,0.0029,0.17
Assam,Dibrugarh,2019-10-23,2019,10,Commercial,Battery Electric (BEV),Mahindra Electric,0,4,35000000,4,0.0,0.0
Assam,Silchar,2019-11-27,2019,11,2W,Battery Electric (BEV),Ola Electric,1,15,35000000,4,0.0029,0.07
Assam,Silchar,2019-12-20,2019,12,2W,Battery Electric (BEV),Hero Electric,1,11,35000000,4,0.0029,0.09
Assam,Silchar,2020-01-01,2020,1,3W,Battery Electric (BEV),Mahindra Electric,0,10,35000000,1,0.0,0.0
Assam,Guwahati,2020-01-03,2020,1,2W,Battery Electric (BEV),Ola Electric,1,7,35000000,1,0.0029,0.14
Assam,Dibrugarh,2020-02-02,2020,2,2W,Battery Electric (BEV),Ather Energy,1,26,35000000,1,0.0029,0.04
Assam,Guwahati,2020-02-14,2020,2,3W,Battery Electric (BEV),Bajaj Auto,0,17,35000000,1,0.0,0.0
Assam,Guwahati,2020-03-26,2020,3,2W,Battery Electric (BEV),Okinawa Autotech,1,12,35000000,1,0.0029,0.08
Assam,Dibrugarh,2020-04-03,2020,4,2W,Battery Electric (BEV),TVS Motor,1,20,35000000,2,0.0029,0.05
Assam,Silchar,2020-04-15,2020,4,3W,Battery Electric (BEV),Mahindra Electric,0,20,35000000,2,0.0,0.0
Assam,Dibrugarh,2020-05-04,2020,5,Bus,Battery Electric (BEV),PMI Electro,0,14,35000000,2,0.0,0.0
Assam,Guwahati,2020-05-23,2020,5,Commercial,Battery Electric (BEV),Eicher Motors,0,5,35000000,2,0.0,0.0
Assam,Dibrugarh,2020-05-25,2020,5,2W,Plug-in Hybrid (PHEV),Hero Electric,1,13,35000000,2,0.0029,0.08
Assam,Silchar,2020-06-14,2020,6,2W,Battery Electric (BEV),Bajaj Auto,1,12,35000000,2,0.0029,0.08
Assam,Silchar,2020-06-15,2020,6,Bus,Battery Electric (BEV),Ashok Leyland,0,23,35000000,2,0.0,0.0
Assam,Guwahati,2020-07-16,2020,7,2W,Battery Electric (BEV),Bajaj Auto,1,16,35000000,3,0.0029,0.06
Assam,Silchar,2020-08-05,2020,8,3W,Battery Electric (BEV),Kinetic Green,0,14,35000000,3,0.0,0.0
Assam,Guwahati,2020-08-20,2020,8,2W,Battery Electric (BEV),Ola Electric,1,23,35000000,3,0.0029,0.04
Assam,Guwahati,2020-09-13,2020,9,2W,Battery Electric (BEV),Okinawa Autotech,1,17,35000000,3,0.0029,0.06
Assam,Dibrugarh,2020-09-25,2020,9,Car,Battery Electric (BEV),BYD,0,21,35000000,3,0.0,0.0
Assam,Guwahati,2020-11-08,2020,11,2W,Battery Electric (BEV),Bajaj Auto,1,14,35000000,4,0.0029,0.07
Assam,Guwahati,2020-11-18,2020,11,Car,Battery Electric (BEV),BYD,0,15,35000000,4,0.0,0.0
Assam,Not Specified,2020-12-08,2020,12,2W,Battery Electric (BEV),Hero Electric,1,14,35000000,4,0.0029,0.07
Assam,Guwahati,2020-12-10,2020,12,Bus,Battery Electric (BEV),PMI Electro,0,9,35000000,4,0.0,0.0
Assam,Guwahati,2020-12-26,2020,12,3W,Plug-in Hybrid (PHEV),YC Electric,0,14,35000000,4,0.0,0.0
Assam,Dibrugarh,2021-01-02,2021,1,3W,Battery Electric (BEV),Bajaj Auto,0,15,35000000,1,0.0,0.0
Assam,Dibrugarh,2021-01-11,2021,1,Commercial,Battery Electric (BEV),Mahindra Electric,0,24,35000000,1,0.0,0.0
Assam,Silchar,2021-01-15,2021,1,2W,Battery Electric (BEV),TVS Motor,2,26,35000000,1,0.0057,0.08
Assam,Guwahati,2021-02-13,2021,2,2W,Battery Electric (BEV),Ather Energy,1,15,35000000,1,0.0029,0.07
Assam,Guwahati,2021-03-21,2021,3,2W,Battery Electric (BEV),Bajaj Auto,2,9,35000000,1,0.0057,0.22
Assam,Dibrugarh,2021-03-27,2021,3,Commercial,Battery Electric (BEV),Mahindra Electric,0,14,35000000,1,0.0,0.0
Assam,Guwahati,2021-04-12,2021,4,2W,Battery Electric (BEV),Ather Energy,1,10,35000000,2,0.0029,0.1
Assam,Dibrugarh,2021-05-04,2021,5,2W,Battery Electric (BEV),Bajaj Auto,2,5,35000000,2,0.0057,0.4
Assam,Guwahati,2021-06-25,2021,6,2W,Battery Electric (BEV),Bajaj Auto,2,15,35000000,2,0.0057,0.13
Assam,Guwahati,2021-07-03,2021,7,2W,Battery Electric (BEV),Okinawa Autotech,1,14,35000000,3,0.0029,0.07
Assam,Silchar,2021-08-19,2021,8,2W,Plug-in Hybrid (PHEV),Bajaj Auto,2,24,35000000,3,0.0057,0.08
Assam,Dibrugarh,2021-08-19,2021,8,Commercial,Battery Electric (BEV),Ashok Leyland,0,24,35000000,3,0.0,0.0
Assam,Guwahati,2021-08-27,2021,8,Bus,Battery Electric (BEV),Olectra Greentech,0,19,35000000,3,0.0,0.0
Assam,Dibrugarh,2021-09-07,2021,9,2W,Battery Electric (BEV),TVS Motor,1,27,35000000,3,0.0029,0.04
Assam,Silchar,2021-09-22,2021,9,3W,Plug-in Hybrid (PHEV),Piaggio,0,17,35000000,3,0.0,0.0
Assam,Silchar,2021-10-03,2021,10,Commercial,Battery Electric (BEV),Mahindra Electric,0,12,35000000,4,0.0,0.0
